Target,City,Correlation_Raw,Correlation_Transformed,Granger_p_value,Variance_Ratio,Selection_Tier
City_11,City_5,0.8178754227466998,0.004540745877171881,0.7779005756810774,1.0353333758893115,None
City_11,City_6,0.0030470100587739676,0.003047010058773967,0.42237834895170356,0.7782908892934043,None
City_11,City_7,0.009908872671096344,0.009908872671096344,0.8447762564843078,0.8376301438430158,None
City_11,City_8,0.8468449076458782,,,,None
City_11,City_9,0.8583753233613339,0.057314678537480096,0.5264855073371877,0.22874494360972056,None
City_11,City_High_Variance,0.42511161427121485,0.06225193440458317,0.9563267953342999,2.1301312807899158,None
City_11,City_Spurious,0.7636452426448017,-0.014879561804554409,0.9309284144361406,0.6889558893394001,None
City_12,Barcelona,0.9633383432894107,0.7183910288941023,0.08366191896144701,0.9993390369809493,Tier 2 (Fallback)
City_12,City_1,0.8428231810445165,0.13330705807951695,0.5544322758435414,3.934048894989711,None
City_12,City_10,0.10266470157441332,0.10266470157441333,0.3443073022766725,1.0850995130162162,None
City_12,City_11,0.8496859164608318,0.05721723703107362,0.17939741762049824,3.9207342431534653,None
City_12,City_13,0.18038206424898115,0.13730722736036183,0.42634012248138775,2.3101729796791632,None
City_12,City_14,0.9878027304823963,,,,None
City_12,City_15,0.05047980602943441,0.05047980602943441,0.6325807693726422,0.5110438706810425,None
City_12,City_16,0.8512692167058317,0.286303777990963,0.5306832089655759,4.295022274071395,None
City_12,City_17,0.9880958777091752,0.6618818296425918,0.08018581142484132,0.9391438886051385,Tier 2 (Fallback)
City_12,City_18,0.9895432987609802,0.9895432987609802,0.037815851421604055,1.0002129456566762,Tier 1 (Strict)
City_12,City_19,0.9877654588978774,0.7720620222411022,1.8703900365283533e-05,1.0322432903023886,Tier 2 (Fallback)
City_12,City_2,0.9855636676263159,0.5363836006501848,0.09938962086217301,0.9552544406733744,None
City_12,City_20,0.8767320362578137,0.15421907127025178,0.005188483955978221,3.9382966937763113,None
City_12,City_3,0.15164457037053575,0.15164457037053572,0.9429647067726178,1.1849339695228147,None
City_12,City_4,0.06319141018023818,0.06319141018023818,0.5169530160491518,1.0655653606662734,None
City_12,City_5,0.8238694796332711,0.03705896412218436,0.0760522943512032,4.059267019928901,None
City_12,City_6,0.03705370619636715,0.03705370619636716,0.5512844438644436,1.0486816186827808,None
City_12,City_7,0.09323593922455985,0.09323593922455985,0.12608334631756307,1.128636281352688,None
City_12,City_8,0.9885330999441616,,,,None
City_12,City_9,0.98832317898829,0.5768689298270692,0.18418094138511715,0.9296427891705692,None
City_12,City_High_Variance,0.5058927580466956,0.1852641600827578,0.8616690329916813,8.351678655005372,None
City_12,City_Spurious,0.8662201599848056,-0.027950532938874506,0.49010727846351676,2.701212947355235,None
City_13,Barcelona,0.1608920742169277,-0.04259383690155523,0.39512892177084447,0.09462515448200493,None
City_13,City_1,0.05304297081261702,-0.11359998503918872,0.8379255234132719,0.37250619724891093,None
City_13,City_10,0.12271979777418406,0.12271979777418407,0.764515673413692,0.9480766385122102,None
City_13,City_11,0.11188581124516166,0.04954286342434248,0.5347816948030124,0.3712454629632924,None
City_13,City_12,0.18038206424898115,0.1385462164357758,0.735527377398228,0.09918718813460749,None
City_13,City_14,0.16730746707749952,,,,None
City_13,City_15,-0.08169336479409797,-0.08169336479409796,0.8390997245918089,0.4465108953010015,None
City_13,City_16,0.12783882886361592,-0.04254067309785086,0.15668225450023532,0.40668595056134643,None
City_13,City_17,0.15877477724563044,0.021550519016731363,0.8953781147740114,0.09315104156454473,None
City_13,City_18,0.1693621089842523,0.1693621089842523,0.010784076421995243,0.8739092737021679,None
City_13,City_19,0.1692982384605142,0.051915379884165495,0.33865710544673233,0.10238530943590926,None
City_13,City_2,0.13971623138316802,-0.03655838730619091,0.019542890778479496,0.09474900192348923,None
City_13,City_20,0.13554700995247912,0.10466787154895325,0.32573789133469,0.39062857509549365,None
City_13,City_3,0.02961885486935561,0.029618854869355605,0.04829078387046036,1.0353043211321866,None
City_13,City_4,0.013520884019227145,0.013520884019227145,0.0664885671405486,0.9310091960574255,None
City_13,City_5,0.0487378689269113,-0.18298425525608353,0.2851230655276738,0.3843628184533759,None
City_13,City_6,0.04213837696085618,0.04213837696085618,0.742704594475576,0.9162574786774014,None
City_13,City_7,-0.02293816127559132,-0.02293816127559132,0.5090181009069121,0.9861157238504691,None
City_13,City_8,0.16052926997316974,,,,None
City_13,City_9,0.15570040504392083,-0.00796064098366608,0.1748836157247016,0.09220865422744248,None
City_13,City_High_Variance,0.09254673186567358,-0.02754241728838102,0.2733026574604338,0.7908015735094434,None
City_13,City_Spurious,0.20329147838953246,0.08097010544814381,0.28024742815472226,0.2557717480990924,None
City_14,Barcelona,0.9640642981232043,0.7112132993150092,0.8160215035779818,1.076758650516624,Tier 2 (Fallback)
City_14,City_1,0.8463871890182079,0.0890512650048385,0.06313997063038305,4.238822884406436,None
City_14,City_10,0.0997698945960904,0.0997698945960904,0.8166372589665036,1.0891390586228318,None
City_14,City_11,0.8580778140205885,0.16649958123789158,0.3574093153868465,4.224476735589307,None
City_14,City_12,0.9878027304823963,0.5821415915293462,0.0004621046799709797,1.067113371882358,None
City_14,City_13,0.16730746707749952,0.1295516510352923,0.8370572629327077,2.314714327920063,None
City_14,City_15,0.054162932397736875,0.05416293239773688,0.9475921125033442,0.5129463551977475,None
City_14,City_16,0.8441917533319172,0.23826487821966807,0.6613231328020126,4.627761166760185,None
City_14,City_17,0.9881283170105226,0.6664375455523772,0.6474613533538716,1.0021730016521389,Tier 2 (Fallback)
City_14,City_18,0.9886915298354791,0.988691529835479,0.0005985649141036189,1.0039364804678534,Tier 1 (Strict)
City_14,City_19,0.9862919253983393,0.6206845992754377,0.5389414486651118,1.1015206181175214,Tier 2 (Fallback)
City_14,City_2,0.9878280318673104,0.7320443396679231,0.9291756658140029,1.0193647871925604,Tier 2 (Fallback)
City_14,City_20,0.879405347498463,0.1871365028948966,7.430425540758801e-05,4.202609064368781,None
City_14,City_3,0.1419635498026544,0.1419635498026544,0.9724003721122001,1.1893451730606452,None
City_14,City_4,0.05661234415269441,0.05661234415269441,0.4311546926899059,1.0695321856621454,None
City_14,City_5,0.8251628383516749,0.1712806944785128,0.27577259837472223,4.3737417600235355,None
City_14,City_6,0.01870617217906973,0.018706172179069728,0.34438973790058214,1.0525855898620815,None
City_14,City_7,0.08908666810170347,0.08908666810170347,0.48397362045653936,1.1328379031183564,None
City_14,City_8,0.9878803516809984,,,,None
City_14,City_9,0.9896223020910307,0.7254907985882841,0.8794216210119873,0.992034251397926,Tier 2 (Fallback)
City_14,City_High_Variance,0.49950754765127864,0.085362074887944,0.16174437667915012,8.998690039448054,None
City_14,City_Spurious,0.8697875349582966,0.030708918691912397,0.11510553708250354,2.9104781263615367,None
City_15,Barcelona,0.029946308417221658,-0.03643119312373229,0.3741060879969741,0.4424679348610156,None
City_15,City_1,0.025992476380545405,0.04422931155445607,0.8855396697967247,1.7418417832120985,None
City_15,City_10,-0.05641357095774271,-0.05641357095774271,0.8595027056848297,2.123300122101374,None
City_15,City_11,0.0488653690392579,-0.013304335223715717,0.23282490387621577,1.7359465801995402,None
City_15,City_12,0.05047980602943441,0.06885692984859558,0.1837614811606108,0.43318853703842963,None
City_15,City_13,-0.08169336479409796,-0.06756313251000691,0.3037567421851593,4.6154444558233125,None
City_15,City_14,0.05416293239773688,,,,None
City_15,City_16,0.04914476450707379,0.018210363447090233,0.10827304517060728,1.901666567065829,None
City_15,City_17,0.043482229846051414,0.048266534244258495,0.0032815296767176793,0.40682636717344195,None
City_15,City_18,0.06279611129990827,0.06279611129990828,0.6446786021850257,1.957195855462942,None
City_15,City_19,0.05155668108423615,0.044710932558569325,0.18579633807611415,0.44715596079382675,None
City_15,City_2,0.062056736532999444,0.025556545529267605,0.05723419611944902,0.4138052736547625,None
City_15,City_20,0.0702121010294309,0.24190846397943255,0.9319776681144932,1.7060249832002448,None
City_15,City_3,0.007161918870115563,0.007161918870115562,0.5175220781437514,2.3186541068259223,None
City_15,City_4,0.013352037060332571,0.01335203706033257,0.4510391900970133,2.0850760997216304,None
City_15,City_5,0.049630592244324964,-0.0017684356706973857,0.10784535523934118,1.7972834332414953,None
City_15,City_6,0.08173779414628606,0.08173779414628606,0.9135573702219845,2.052038345133179,None
City_15,City_7,-0.07299603564519894,-0.07299603564519892,0.04598260249569004,2.208491963417174,None
City_15,City_8,0.05370241279443226,,,,None
City_15,City_9,0.04871490461145069,-0.07286076146627776,0.019387536061636918,0.40271059980912416,None
City_15,City_High_Variance,0.00401637728181474,-0.030043636717230253,0.17701267581898994,3.697794112263321,None
City_15,City_Spurious,-0.0021652855025796514,-0.005604974047773848,0.1377096430103892,1.1959906200070645,None
City_16,Barcelona,0.7992459679007371,0.29007647256809405,0.0032755709535026395,0.23267377284952756,None
City_16,City_1,0.805539521885586,0.21829604789182813,0.8149031175998906,0.9159554116259552,None
City_16,City_10,0.04019512786366204,0.04019512786366204,0.8930359014878495,0.7958837740200584,None
City_16,City_11,0.7950820691646804,-0.14794923341752042,0.6144662767526198,0.9128553923509388,None
City_16,City_12,0.8512692167058317,0.402083352031681,0.8611739118010351,0.241366073569994,None
City_16,City_13,0.12783882886361592,0.04284530387584487,0.2393654723855473,1.23131825964613,None
City_16,City_14,0.8441917533319171,,,,None
City_16,City_15,0.04914476450707379,0.04914476450707379,0.41463838791829755,0.374833385886303,None
City_16,City_17,0.8448803276074323,0.45755904275797027,0.011621558264814418,0.22667747290987814,None
City_16,City_18,0.8482881317993753,0.8482881317993753,2.4047799301387644e-09,0.7336223493458138,Tier 1 (Strict)
City_16,City_19,0.8514064187105369,0.40103799603397017,0.04173380619478958,0.249148509949259,None
City_16,City_2,0.838988581229073,0.10684506127855804,0.24594593272007104,0.23056601360563317,None
City_16,City_20,0.8445686957916365,0.2864854946530098,0.00018750164251246803,0.9505712095304774,None
City_16,City_3,0.06122924042221776,0.06122924042221775,0.32404596130360064,0.869108969560742,None
City_16,City_4,0.0635272458873187,0.0635272458873187,0.3750522287018948,0.7815561342892654,None
City_16,City_5,0.816559301696996,0.0666029088624641,0.9338577601611364,0.9451096550614594,None
City_16,City_6,0.03406450257084568,0.03406450257084568,0.3439992373305405,0.7691724808747954,None
City_16,City_7,0.043742616744447536,0.043742616744447536,0.7173973212073067,0.8278165203503485,None
City_16,City_8,0.8448473745596811,,,,None
City_16,City_9,0.8544027124631967,0.25589035787625825,0.9540933219703253,0.22438422984475803,None
City_16,City_High_Variance,0.38929344385125725,-0.019407236409150694,0.08286754944711704,1.9445018260844864,None
City_16,City_Spurious,0.7790695673940238,0.07287901295727842,0.6181997452450891,0.628917098675408,None
City_17,Barcelona,0.9659247998208766,0.7580508171939276,0.34640714263293026,1.0613069686626693,Tier 2 (Fallback)
City_17,City_1,0.836372140931046,0.05524378563284395,0.9507789270522442,4.177995007505994,None
City_17,City_10,0.09280768434387117,0.09280768434387117,0.6223573679891623,1.109402745825485,None
City_17,City_11,0.8477920884317729,0.010350054991659028,0.19315176540969595,4.163854728525384,None
City_17,City_12,0.9880958777091753,0.6618818296425918,0.011858762734111178,1.0647995606778082,Tier 2 (Fallback)
City_17,City_13,0.15877477724563044,0.11959646342930338,0.7330481841159397,2.356569894753314,None
City_17,City_14,0.9881283170105227,,,,None
City_17,City_15,0.043482229846051414,0.043482229846051414,0.5972390199105093,0.5224898422402663,None
City_17,City_16,0.8448803276074323,0.3443422016926096,0.7626956622844956,4.561351954992483,None
City_17,City_18,0.9905968402793264,0.9905968402793265,0.16605810607791976,1.0226149537541356,Tier 1 (Strict)
City_17,City_19,0.9873011724315935,0.6680351152878014,0.09150649908894107,1.0991322020265986,Tier 2 (Fallback)
City_17,City_2,0.9887398317171572,0.6672404329790971,0.2442806155685428,1.0171545087645346,Tier 2 (Fallback)
City_17,City_20,0.8827574079454362,0.2574494404912225,0.0002692946378290866,4.193496589351881,None
City_17,City_3,0.16463671262681448,0.16463671262681448,0.5459472198071922,1.2114732184852217,None
City_17,City_4,0.06913509091512367,0.06913509091512367,0.8011018273924829,1.0894310824025044,None
City_17,City_5,0.8258615139446827,0.21546984717651496,0.05312165081573016,4.310977772796859,None
City_17,City_6,0.03892296831283008,0.03892296831283008,0.5057265807251056,1.0721691912196119,None
City_17,City_7,0.10010476058497823,0.10010476058497823,0.4195084398755994,1.1539146175547352,None
City_17,City_8,0.9899509221235249,,,,None
City_17,City_9,0.9898774619943905,0.7316720226337667,0.45627145330299923,0.9898832334961144,Tier 2 (Fallback)
City_17,City_High_Variance,0.5033881817147323,0.18007733265469011,0.08254618246736056,8.869557205896923,None
City_17,City_Spurious,0.8680106026375507,-0.024473653711126923,0.09683831761967145,2.8687122375712724,None
City_18,Barcelona,0.9644073435469703,0.7610934229805523,0.8030411001239708,0.9773107295648121,Tier 2 (Fallback)
City_18,City_1,0.8467928738948289,0.15785204846669967,0.5040596555950823,3.847331139311165,None
City_18,City_10,0.1012757996261384,0.10127579962613842,0.8545152955343326,1.084868494982145,None
City_18,City_11,0.8491072914399949,0.02583734092327069,0.031543619850171345,3.834309980706879,None
City_18,City_12,0.9895432987609802,0.7398403621682604,0.0028330072328361915,0.9092174508581051,Tier 2 (Fallback)
City_18,City_13,0.1693621089842523,0.13422950345847232,0.5674891362678496,2.312800834636018,None
City_18,City_14,0.988691529835479,,,,None
City_18,City_15,0.06279611129990828,0.06279611129990827,0.915793385974433,0.5109350692771965,None
City_18,City_16,0.8482881317993753,0.3043611678909717,0.9385614249952756,4.2003476266181865,None
City_18,City_17,0.9905968402793265,0.7702365746073027,0.6523064951952389,0.8538860123865324,Tier 2 (Fallback)
City_18,City_19,0.9870593039477319,0.7326967235517492,0.9943770127674421,0.9385336130741208,Tier 2 (Fallback)
City_18,City_2,0.987244486371538,0.6734793676562655,0.8017462933815367,0.8685340074699306,Tier 2 (Fallback)
City_18,City_20,0.8780656143020343,0.1265048881706355,0.09358774268217751,3.5807680806382014,None
City_18,City_3,0.14297943420076042,0.1429794342007604,0.6721531658185282,1.1846816967009586,None
City_18,City_4,0.05527782527435446,0.05527782527435445,0.6769806261333564,1.0653385014594976,None
City_18,City_5,0.827121057577485,0.17548425446085575,0.23492583879022033,3.969789096531334,None
City_18,City_6,0.03702898456432551,0.03702898456432551,0.4975779008455544,1.0484583540300842,None
City_18,City_7,0.10024026676149658,0.10024026676149657,0.5819355646917279,1.1283959943266852,None
City_18,City_8,0.9894891130091714,,,,None
City_18,City_9,0.9893848993237,0.6882853351333248,0.9345595351763484,0.8452474469782838,Tier 2 (Fallback)
City_18,City_High_Variance,0.5120896300721643,0.1616850195135196,0.07974876636816747,8.167583630148702,None
City_18,City_Spurious,0.8673168614710774,0.019094846467020383,0.10807360527847132,2.6416704427608457,None
City_19,Barcelona,0.9636068523110936,0.6955342557202009,0.44054327977129004,1.017966755530615,Tier 2 (Fallback)
City_19,City_1,0.8462022703509214,0.14653254580082523,0.8361132933634273,4.007379719529381,None
City_19,City_10,0.10377337877128996,0.10377337877128996,0.7145496576727449,1.06796205661521,None
City_19,City_11,0.850418214138389,0.07135818860244014,0.7361888701146431,3.9938168820646203,None
City_19,City_12,0.9877654588978773,0.7720620222411022,0.0013966092780871282,0.9687638654517744,Tier 2 (Fallback)
City_19,City_13,0.1692982384605142,0.1319008825032435,0.6190532061595773,2.2759092080744616,None
City_19,City_14,0.9862919253983393,,,,None
City_19,City_15,0.05155668108423615,0.05155668108423615,0.2627143279218906,0.5029727288661747,None
City_19,City_16,0.8514064187105369,0.2959728215420438,0.8924636874209406,4.3750816564484225,None
City_19,City_17,0.9873011724315937,0.6680351152878014,0.519959118571809,0.9098086637405247,Tier 2 (Fallback)
City_19,City_18,0.987059303947732,0.9870593039477319,0.011363038047425836,0.9844161403477633,Tier 1 (Strict)
City_19,City_2,0.9845656484663592,0.5862010731764011,0.7238342513326748,0.9254159844367109,None
City_19,City_20,0.8857007134395689,0.20043677165091048,0.08014579122144534,3.8152795283586824,None
City_19,City_3,0.1544110266091333,0.15441102660913328,0.5691078416256378,1.1662197834069972,None
City_19,City_4,0.06416983119036022,0.06416983119036022,0.6709932800774068,1.0487364157706287,None
City_19,City_5,0.8194430072336506,0.1340084388787199,0.2978204472784722,4.134931915191688,None
City_19,City_6,0.041215865052386315,0.041215865052386315,0.5157420010246722,1.0321193261896644,None
City_19,City_7,0.1050273471224821,0.1050273471224821,0.27167815925105854,1.110811229518952,None
City_19,City_8,0.9876231995795174,,,,None
City_19,City_9,0.9869523736615434,0.6498980329042515,0.9459303960228065,0.9006043419262496,Tier 2 (Fallback)
City_19,City_High_Variance,0.49024152151379863,0.12915565699063516,0.19016744931184637,8.507354270232698,None
City_19,City_Spurious,0.8712916340007695,0.006666594656274746,0.078270531418902,2.75156366184154,None
City_2,Barcelona,0.9642005395294395,0.7309810748299238,0.5462583717666147,1.0275292212187976,Tier 2 (Fallback)
City_2,City_1,0.8487743424239687,0.09370957157040684,0.25878338738992596,4.045023808454017,None
City_2,City_10,0.10288893397145776,0.10288893397145776,0.780728004553012,1.0787419367320945,None
City_2,City_11,0.8551882673554274,0.08762276827287804,0.024875882920265657,4.031333565877855,None
City_2,City_12,0.9855636676263159,0.5363836006501848,0.00503200446909033,1.0468415088393452,None
City_2,City_13,0.13971623138316802,0.09980847767248416,0.08856186012485327,2.286763520560096,None
City_2,City_14,0.9878280318673105,,,,None
City_2,City_15,0.062056736532999444,0.062056736532999444,0.6457856706404169,0.5080496748921638,None
City_2,City_16,0.838988581229073,0.13160688134904092,0.22827535108169314,4.416179823943074,None
City_2,City_17,0.9887398317171572,0.667240432979097,0.5664947970100757,0.9831348053646531,Tier 2 (Fallback)
City_2,City_18,0.9872444863715382,0.987244486371538,0.007442488663038483,0.994352718068238,Tier 1 (Strict)
City_2,City_19,0.9845656484663591,0.5862010731764012,0.39364587225627523,1.0805951235094426,None
City_2,City_20,0.8814289023863885,0.16488553519825636,0.007742971707571748,4.122772453169798,None
City_2,City_3,0.1430316109346766,0.14303161093467656,0.6903382904045787,1.17799146516029,None
City_2,City_4,0.049540041398712036,0.049540041398712036,0.4685591953138636,1.059322234588995,None
City_2,City_5,0.8299791456168225,0.24287308568207017,0.3375179997855855,4.173774190096216,None
City_2,City_6,0.01363174002701653,0.013631740027016528,0.1627506344202729,1.0425374141111652,None
City_2,City_7,0.10381571795437426,0.10381571795437426,0.715879784527105,1.1220236240160515,None
City_2,City_8,0.986682189627048,,,,None
City_2,City_9,0.991270238096003,0.7812446745476195,0.8772546480859962,0.9731886600969358,Tier 2 (Fallback)
City_2,City_High_Variance,0.5192281659394871,0.2516207610210487,0.13383141411393618,8.587269731974773,None
City_2,City_Spurious,0.8684878802751587,-0.009186993483546887,0.43315807698606756,2.7774110021031526,None
City_20,Barcelona,0.8352184650027772,0.2996502296390115,0.3441627337809958,0.27403118868704346,None
City_20,City_1,0.8250372618641286,0.02584232563569605,0.03908231220976223,1.078765118896813,None
City_20,City_10,0.08196026009605849,0.08196026009605849,0.15927000261267804,0.7970159167175002,None
City_20,City_11,0.8273895784942701,-0.001257739504748344,0.39094994958260776,1.0751140758227193,None
City_20,City_12,0.8767320362578137,0.15421907127025175,0.8330378320421226,0.25391687771525684,None
City_20,City_13,0.13554700995247912,0.07736645963237361,0.5056780153494347,1.2420749031116822,None
City_20,City_14,0.8794053474984631,,,,None
City_20,City_15,0.0702121010294309,0.0702121010294309,0.2338736250156314,0.3753665854494063,None
City_20,City_16,0.8445686957916365,0.264702336067075,0.26404587039240535,1.1777485074102534,None
City_20,City_17,0.8827574079454362,0.2574494404912224,0.7874550829851951,0.23846448391998176,None
City_20,City_18,0.8780656143020343,0.8780656143020343,2.3956679050784605e-11,0.7346659253208543,Tier 1 (Strict)
City_20,City_19,0.8857007134395687,0.20043677165091048,0.953172266133826,0.26210399331610595,None
City_20,City_2,0.8814289023863886,0.16488553519825638,0.7034719669664662,0.24255522499941728,None
City_20,City_3,0.09478714659121576,0.09478714659121576,0.6713875923353452,0.8703452749174894,None
City_20,City_4,0.02241490459680505,0.02241490459680505,0.4626290071265138,0.7826678959546741,None
City_20,City_5,0.8355523167157205,0.09654142131082397,0.9644501814608816,1.1131014855876533,None
City_20,City_6,-0.023507484143168215,-0.02350748414316822,0.9625663364975424,0.7702666268238918,None
