Date,City,Value
2023-02-27,City_1,41.922016787328964
2023-02-28,City_1,35.57390728879238
2023-03-01,City_1,38.170697763918305
2023-03-02,City_1,35.03826984272992
2023-03-03,City_1,36.70618030106156
2023-03-04,City_1,25.226623611107556
2023-03-05,City_1,30.815329227649137
2023-03-06,City_1,32.8988385070149
2023-03-07,City_1,32.694693236260065
2023-03-08,City_1,34.77705911341592
2023-03-09,City_1,31.61240602600139
2023-03-10,City_1,22.961727889594947
2023-03-11,City_1,30.78728861154033
2023-03-12,City_1,23.823576698535273
2023-03-13,City_1,25.309679388171894
2023-03-14,City_1,25.68955734516057
2023-03-15,City_1,28.164114158210285
2023-03-16,City_1,18.530252109198187
2023-03-17,City_1,33.99638706255296
2023-03-18,City_1,22.35125685894294
2023-03-19,City_1,35.96515582181322
2023-03-20,City_1,23.000827044150878
2023-03-21,City_1,34.12255352347895
2023-03-22,City_1,29.024073211566986
2023-03-23,City_1,21.37900264658191
2023-03-24,City_1,25.922674854765823
2023-03-25,City_1,37.12945604901195
2023-03-26,City_1,33.175146914528426
2023-03-27,City_1,31.38084560549972
2023-03-28,City_1,22.24696692512815
2023-03-29,City_1,40.6776065456137
2023-03-30,City_1,43.360228380964905
2023-03-31,City_1,43.90715680708487
2023-04-01,City_1,33.01108265026852
2023-04-02,City_1,39.42795517081565
2023-04-03,City_1,39.90652863881948
2023-04-04,City_1,30.99475156864296
2023-04-05,City_1,40.4812260745065
2023-04-06,City_1,45.29689584159376
2023-04-07,City_1,45.842392956483586
2023-04-08,City_1,37.47878435960129
2023-04-09,City_1,39.613003891948615
2023-04-10,City_1,48.785925601528
2023-04-11,City_1,48.34133180725094
2023-04-12,City_1,35.5538079829618
2023-04-13,City_1,35.63343530120311
2023-04-14,City_1,48.293643718092994
2023-04-15,City_1,47.135167099679094
2023-04-16,City_1,49.93689595938213
2023-04-17,City_1,51.246646601653566
2023-04-18,City_1,58.15780908505194
2023-04-19,City_1,54.73959981590341
2023-04-20,City_1,56.264450321848756
2023-04-21,City_1,47.97806195289833
2023-04-22,City_1,39.83764902826636
2023-04-23,City_1,63.121322847679124
2023-04-24,City_1,70.41244028113914
2023-04-25,City_1,57.09608082998861
2023-04-26,City_1,61.01050140750562
2023-04-27,City_1,61.79370468166873
2023-04-28,City_1,68.4245140298342
2023-04-29,City_1,66.38375782670005
2023-04-30,City_1,64.63349735347661
2023-05-01,City_1,62.846986982277166
2023-05-02,City_1,62.185002867174745
2023-05-03,City_1,56.35036148149453
2023-05-04,City_1,60.16484356290336
2023-05-05,City_1,67.86434572800759
2023-05-06,City_1,63.32503129380443
2023-05-07,City_1,62.84500914478706
2023-05-08,City_1,56.97598659761427
2023-05-09,City_1,65.40357763518477
2023-05-10,City_1,55.36699869972377
2023-05-11,City_1,63.30123611938245
2023-05-12,City_1,61.63552412821616
2023-05-13,City_1,52.87035597230971
2023-05-14,City_1,67.4963671253886
2023-05-15,City_1,60.083355786671746
2023-05-16,City_1,71.22861654216861
2023-05-17,City_1,67.40967010661967
2023-05-18,City_1,55.346987511103215
2023-05-19,City_1,55.874498714223456
2023-05-20,City_1,52.11501545412431
2023-05-21,City_1,50.24994989541108
2023-05-22,City_1,56.01859120487433
2023-05-23,City_1,62.869076088391346
2023-05-24,City_1,46.39428325385846
2023-05-25,City_1,59.49391031152313
2023-05-26,City_1,58.589805608260036
2023-05-27,City_1,55.49520896482296
2023-05-28,City_1,55.51022346131583
2023-05-29,City_1,46.592934630007925
2023-05-30,City_1,54.946461731084725
2023-05-31,City_1,47.523005681572016
2023-06-01,City_1,37.19232299847048
2023-06-02,City_1,48.327485128748386
2023-06-03,City_1,43.54559465758341
2023-06-04,City_1,53.789081187529845
2023-06-05,City_1,44.16885219845115
2023-06-06,City_1,46.607977959321744
2023-06-07,City_1,46.746672452709625
2023-06-08,City_1,41.74879910496532
2023-06-09,City_1,42.99080376418828
2023-06-10,City_1,46.09916362220521
2023-06-11,City_1,36.994315390435204
2023-06-12,City_1,38.46773783948037
2023-06-13,City_1,35.424765823232235
2023-06-14,City_1,48.03124849058728
2023-06-15,City_1,36.57332042906962
2023-06-16,City_1,39.225813101032884
2023-06-17,City_1,37.25098247438262
2023-06-18,City_1,37.14858785098712
2023-06-19,City_1,34.4734791707653
2023-06-20,City_1,40.22562911100226
2023-06-21,City_1,32.64260452703844
2023-06-22,City_1,31.477086857003883
2023-06-23,City_1,35.70670604851628
2023-06-24,City_1,34.53711473125413
2023-06-25,City_1,32.29731434049113
2023-06-26,City_1,37.068820965038725
2023-06-27,City_1,31.496448244766167
2023-06-28,City_1,47.71070170210367
2023-06-29,City_1,33.76370827881861
2023-06-30,City_1,37.15935584924059
2023-07-01,City_1,37.95994943029626
2023-07-02,City_1,48.8037212920233
2023-07-03,City_1,33.24410417938526
2023-07-04,City_1,42.81638267921268
2023-07-05,City_1,48.53695571827492
2023-07-06,City_1,42.38678376534252
2023-07-07,City_1,38.5313236941216
2023-07-08,City_1,44.18975158338656
2023-07-09,City_1,52.816271203693375
2023-07-10,City_1,43.630054475338305
2023-07-11,City_1,55.59105149431268
2023-07-12,City_1,50.26642632353937
2023-07-13,City_1,55.233682681060145
2023-07-14,City_1,52.01191534782409
2023-07-15,City_1,49.638506979672336
2023-07-16,City_1,60.522727558230436
2023-07-17,City_1,55.11796097519765
2023-07-18,City_1,55.81496080220234
2023-07-19,City_1,59.35199597932876
2023-01-01,City_2,45.48171893660153
2023-01-02,City_2,43.94638835067516
2023-01-03,City_2,46.198665380016024
2023-01-04,City_2,50.262491421004626
2023-01-05,City_2,48.72764460609542
2023-01-06,City_2,49.95032414434017
2023-01-07,City_2,51.21177063182037
2023-01-08,City_2,51.15156055203442
2023-01-09,City_2,50.416257815693974
2023-01-10,City_2,54.518839575748856
2023-01-11,City_2,51.63354399867723
2023-01-12,City_2,53.69951978984942
2023-01-13,City_2,54.0582946670224
2023-01-14,City_2,52.17353855412413
2023-01-15,City_2,52.8994421141218
2023-01-16,City_2,54.41952098932979
2023-01-17,City_2,53.00018156928254
2023-01-18,City_2,56.329032746154674
2023-01-19,City_2,56.55074021778174
2023-01-20,City_2,55.51570998510417
2023-01-21,City_2,59.154844632857014
2023-01-22,City_2,56.847803467162784
2023-01-23,City_2,56.19774801921439
2023-01-24,City_2,57.215331706902354
2023-01-25,City_2,58.25607139024483
2023-01-26,City_2,58.43204659043047
2023-01-27,City_2,56.8609593504159
2023-01-28,City_2,57.003669658565165
2023-01-29,City_2,57.15718168578557
2023-01-30,City_2,59.465063869289295
2023-01-31,City_2,58.570036990962116
2023-02-01,City_2,61.76166428911042
2023-02-02,City_2,58.31018504906545
2023-02-03,City_2,57.293851305424845
2023-02-04,City_2,59.03302444182096
2023-02-05,City_2,54.15542282446009
2023-02-06,City_2,57.84458774813819
2023-02-07,City_2,54.49696741953766
2023-02-08,City_2,55.91087738726898
2023-02-09,City_2,55.44411923673535
2023-02-10,City_2,57.26098242396905
2023-02-11,City_2,56.01022129314527
2023-02-12,City_2,54.1131128900033
2023-02-13,City_2,54.974636552773134
2023-02-14,City_2,52.903307619589356
2023-02-15,City_2,52.617819093075084
2023-02-16,City_2,54.90524163316025
2023-02-17,City_2,54.47676383126816
2023-02-18,City_2,52.71850359580197
2023-02-19,City_2,48.825135509196755
2023-02-20,City_2,51.32909245559677
2023-02-21,City_2,49.955915393975026
2023-02-22,City_2,48.12206711793797
2023-02-23,City_2,50.940183849199926
2023-02-24,City_2,51.38203502086017
2023-02-25,City_2,48.41470499323195
2023-02-26,City_2,47.30823404979256
2023-02-27,City_2,47.861125717032735
2023-02-28,City_2,48.93676091984776
2023-03-01,City_2,50.255917281568664
2023-03-02,City_2,47.19532792983984
2023-03-03,City_2,45.83751435319821
2023-03-04,City_2,43.91866071090718
2023-03-05,City_2,44.78891068719528
2023-03-06,City_2,46.60382224973143
2023-03-07,City_2,46.551936752684
2023-03-08,City_2,47.660602066614686
2023-03-09,City_2,46.52236983638449
2023-03-10,City_2,45.040630429279645
2023-03-11,City_2,41.7617359446077
2023-03-12,City_2,46.35058780121892
2023-03-13,City_2,46.36694540883936
2023-03-14,City_2,44.877214734717406
2023-03-15,City_2,48.42917845846559
2023-03-16,City_2,39.884127596744705
2023-03-17,City_2,46.57320951886805
2023-03-18,City_2,47.01229228560954
2023-03-19,City_2,42.624330017425635
2023-03-20,City_2,45.14547496067483
2023-03-21,City_2,42.013147186731
2023-03-22,City_2,45.886406265009114
2023-03-23,City_2,47.31295141240724
2023-03-24,City_2,48.4939820221946
2023-03-25,City_2,46.14387808300023
2023-03-26,City_2,46.03195558818394
2023-03-27,City_2,47.449535470846996
2023-03-28,City_2,50.821977191063354
2023-03-29,City_2,51.141665774415756
2023-03-30,City_2,50.50710173187715
2023-03-31,City_2,52.39500662965701
2023-04-01,City_2,50.846788410734504
2023-04-02,City_2,53.77977357644371
2023-04-03,City_2,54.172464921519975
2023-04-04,City_2,54.118058133068764
2023-04-05,City_2,53.28217820629501
2023-04-06,City_2,54.32630920996314
2023-04-07,City_2,55.918633113169705
2023-04-08,City_2,56.33795005761255
2023-04-09,City_2,58.75459780066835
2023-04-10,City_2,56.431486602959865
2023-04-11,City_2,54.705153926078985
2023-04-12,City_2,59.91756772752404
2023-04-13,City_2,59.89068411474538
2023-04-14,City_2,60.01081198811878
2023-04-15,City_2,61.294625077896654
2023-04-16,City_2,63.05793219333923
2023-04-17,City_2,65.93200266416757
2023-04-18,City_2,63.73191110204519
2023-04-19,City_2,64.79693289086921
2023-04-20,City_2,64.9019968446937
2023-04-21,City_2,62.18123780916249
2023-04-22,City_2,66.11302153859141
2023-04-23,City_2,64.88850893765424
2023-04-24,City_2,72.48671851132268
2023-04-25,City_2,68.47933973957822
2023-04-26,City_2,69.2987965919721
2023-04-27,City_2,69.55430177488027
2023-04-28,City_2,68.21307835939261
2023-04-29,City_2,71.31515253125777
2023-04-30,City_2,71.24572614196887
2023-05-01,City_2,72.69616839101977
2023-05-02,City_2,69.9433199922903
2023-05-03,City_2,75.72830255214556
2023-05-04,City_2,71.02742088873501
2023-05-05,City_2,73.69330043041865
2023-05-06,City_2,74.69500577455578
2023-05-07,City_2,69.89345942366256
2023-05-08,City_2,70.18596107128133
2023-05-09,City_2,72.54517678563658
2023-05-10,City_2,68.53253136892774
2023-05-11,City_2,69.07426162513332
2023-05-12,City_2,71.71444738847586
2023-05-13,City_2,68.5485820604938
2023-05-14,City_2,73.1538076858523
2023-05-15,City_2,68.77977277054173
2023-05-16,City_2,73.89657694349312
2023-05-17,City_2,72.40723527157657
2023-05-18,City_2,68.44848712254122
2023-05-19,City_2,71.39814370438854
2023-05-20,City_2,67.5125045102786
2023-05-21,City_2,69.27155721087315
2023-05-22,City_2,71.95952906257574
2023-05-23,City_2,67.22062449287773
2023-05-24,City_2,69.31412072352438
2023-05-25,City_2,67.48501409565941
2023-05-26,City_2,71.00980289140378
2023-05-27,City_2,63.09760106328534
2023-05-28,City_2,63.21540916237084
2023-05-29,City_2,66.87376325350242
2023-05-30,City_2,65.93851221846519
2023-05-31,City_2,65.76716153418643
2023-06-01,City_2,66.51905342708726
2023-06-02,City_2,62.687381249257264
2023-06-03,City_2,63.89816431759615
2023-06-04,City_2,62.814137770016
2023-06-05,City_2,61.92379147705302
2023-06-06,City_2,64.69803151638857
2023-06-07,City_2,62.03967360572093
2023-06-08,City_2,59.826061859443094
2023-06-09,City_2,62.88305949836688
2023-06-10,City_2,56.66206575612166
2023-06-11,City_2,61.70681640995289
2023-06-12,City_2,61.3542293170746
2023-06-13,City_2,59.117920092494224
2023-06-14,City_2,60.51781334510767
2023-06-15,City_2,60.96316422725374
2023-06-16,City_2,59.449099873449185
2023-06-17,City_2,59.458039997339355
2023-06-18,City_2,59.1916534182349
2023-06-19,City_2,56.39925698098347
2023-06-20,City_2,55.39919674776124
2023-06-21,City_2,57.105838877000814
2023-06-22,City_2,58.064039941564765
2023-06-23,City_2,59.866533480333466
2023-06-24,City_2,59.9434678308067
2023-06-25,City_2,60.17809345510807
2023-06-26,City_2,58.085397072224595
2023-06-27,City_2,61.79201978919673
2023-06-28,City_2,59.1903892603742
2023-06-29,City_2,64.67775041165866
2023-06-30,City_2,60.22869030391878
2023-07-01,City_2,58.713641471835196
2023-07-02,City_2,59.700618667507136
2023-07-03,City_2,63.37818831054105
2023-07-04,City_2,62.455288647831026
2023-07-05,City_2,63.59172486210957
2023-07-06,City_2,63.18824341624836
2023-07-07,City_2,63.786112168818875
2023-07-08,City_2,61.660315072968224
2023-07-09,City_2,61.499092162278444
2023-07-10,City_2,66.1920028042713
2023-07-11,City_2,67.84718940385768
2023-07-12,City_2,66.7674938360147
2023-07-13,City_2,66.32303343272184
2023-07-14,City_2,69.78049216667081
2023-07-15,City_2,69.13002705777821
2023-07-16,City_2,67.86826831885212
2023-07-17,City_2,70.16236056156906
2023-07-18,City_2,72.29024956314242
2023-07-19,City_2,71.14480497099113
2023-01-01,City_3,43.30438563269083
2023-01-02,City_3,50.043423318779446
2023-01-03,City_3,37.28148799507965
2023-01-04,City_3,45.8266979776339
2023-01-05,City_3,18.423149610202096
2023-01-06,City_3,23.448640409467956
2023-01-07,City_3,13.50691471767054
2023-01-08,City_3,24.301128034050816
2023-01-09,City_3,38.02119991460792
2023-01-10,City_3,32.57881893036286
2023-01-11,City_3,39.181002929445896
2023-01-12,City_3,21.18762364412811
2023-01-13,City_3,21.84776480725822
2023-01-14,City_3,32.69936842690742
2023-01-15,City_3,24.677039534886546
2023-01-16,City_3,43.77226052582206
2023-01-17,City_3,24.529831256727743
2023-01-18,City_3,25.90037892747145
2023-01-19,City_3,35.092916751750195
2023-01-20,City_3,27.061891952071804
2023-01-21,City_3,18.655581190254008
2023-01-22,City_3,20.06171813358866
2023-01-23,City_3,36.48318722226051
2023-01-24,City_3,17.568663748851762
2023-01-25,City_3,45.17767442624188
2023-01-26,City_3,24.352288564017677
2023-01-27,City_3,37.46869083299719
2023-01-28,City_3,25.05265767930165
2023-01-29,City_3,22.254621375915747
2023-01-30,City_3,33.918323255062624
2023-01-31,City_3,42.02537235860122
2023-02-01,City_3,29.084111436122573
2023-02-02,City_3,30.953266663430423
2023-02-03,City_3,39.732465068114436
2023-02-04,City_3,40.1138152160834
2023-02-05,City_3,31.373876769651837
2023-02-06,City_3,27.374246301277765
2023-02-07,City_3,32.68585607686238
2023-02-08,City_3,30.00043282481004
2023-02-09,City_3,35.08954051314339
2023-02-10,City_3,20.067345982798756
2023-02-11,City_3,34.83211730112515
2023-02-12,City_3,24.927518602111608
2023-02-13,City_3,41.21968013500553
2023-02-14,City_3,25.486376782676757
2023-02-15,City_3,25.710208860753998
2023-02-16,City_3,36.76554603306213
2023-02-17,City_3,32.503927933388105
2023-02-18,City_3,55.178576565495916
2023-02-19,City_3,16.16928545224642
2023-02-20,City_3,33.61109228361779
2023-02-21,City_3,43.85930892007546
2023-02-22,City_3,26.82992609736016
2023-02-23,City_3,23.557738135515773
2023-02-24,City_3,24.004921362732695
2023-02-25,City_3,16.644207298976543
2023-02-26,City_3,46.31111662486575
2023-02-27,City_3,29.568148189976117
2023-02-28,City_3,28.4343014663193
2023-03-01,City_3,11.723843377301275
2023-03-02,City_3,18.677989652265577
2023-03-03,City_3,47.719224188356776
2023-03-04,City_3,36.14663455045302
2023-03-05,City_3,44.83083744497971
2023-03-06,City_3,43.616004800308346
2023-03-07,City_3,23.26012885256205
2023-03-08,City_3,57.61506020111255
2023-03-09,City_3,52.864160126866565
2023-03-10,City_3,27.77942100590533
2023-03-11,City_3,-2.2147163101817355
2023-03-12,City_3,29.952267040257727
2023-03-13,City_3,35.95080181719439
2023-03-14,City_3,27.9409001045044
2023-03-15,City_3,31.453120741695543
2023-03-16,City_3,25.432012601446175
2023-03-17,City_3,42.985191404644
2023-03-18,City_3,34.45542788107249
2023-03-19,City_3,43.38448736309788
2023-03-20,City_3,46.14163145202912
2023-03-21,City_3,12.226613605364687
2023-03-22,City_3,26.314878394171533
2023-03-23,City_3,27.830058822388533
2023-03-24,City_3,59.834326611963206
2023-03-25,City_3,35.66090794036003
2023-03-26,City_3,42.346711491268834
2023-03-27,City_3,15.464439091174487
2023-03-28,City_3,35.753762565176224
2023-03-29,City_3,44.15478911764499
2023-03-30,City_3,43.04176140336538
2023-03-31,City_3,40.70635619820874
2023-04-01,City_3,34.65261813027789
2023-04-02,City_3,35.188550527862546
2023-04-03,City_3,17.690453830791554
2023-04-04,City_3,25.66803798229942
2023-04-05,City_3,37.0330576543339
2023-04-06,City_3,27.614111277471615
2023-04-07,City_3,41.71250307334292
2023-04-08,City_3,39.54219736194511
2023-04-09,City_3,48.598325662797826
2023-04-10,City_3,44.55741263338501
2023-04-11,City_3,37.29773971948639
2023-04-12,City_3,42.555181225041274
2023-04-13,City_3,45.17664976370008
2023-04-14,City_3,30.101506537905102
2023-04-15,City_3,31.93282067006831
2023-04-16,City_3,34.30812153561363
2023-04-17,City_3,30.57132772418565
2023-04-18,City_3,45.53375387274539
2023-04-19,City_3,29.15403026161892
2023-04-20,City_3,47.99390164867161
2023-04-21,City_3,31.85790620215095
2023-04-22,City_3,40.30185587562976
2023-04-23,City_3,37.29229219114647
2023-04-24,City_3,25.918593876882326
2023-04-25,City_3,35.5297459211725
2023-04-26,City_3,39.11532978686778
2023-04-27,City_3,35.18621885753824
2023-04-28,City_3,22.452331399861784
2023-04-29,City_3,52.94394067646775
2023-04-30,City_3,36.8568943261048
2023-05-01,City_3,28.087125002133625
2023-05-02,City_3,52.28808224472299
2023-05-03,City_3,42.30455136353491
2023-05-04,City_3,24.17920455859697
2023-05-05,City_3,25.78620831489569
2023-05-06,City_3,34.05745983629746
2023-05-07,City_3,39.30472807995551
2023-05-08,City_3,42.60990786237791
2023-05-09,City_3,45.93394559930577
2023-05-10,City_3,41.878136124302934
2023-05-11,City_3,50.00012310299287
2023-05-12,City_3,37.850846169669026
2023-05-13,City_3,29.036772024363508
2023-05-14,City_3,36.6499083888374
2023-05-15,City_3,36.04386173825063
2023-05-16,City_3,11.00176530136503
2023-05-17,City_3,31.22050226331477
2023-05-18,City_3,40.02645944005727
2023-05-19,City_3,32.6925177147163
2023-05-20,City_3,30.522831004885585
2023-05-21,City_3,46.148937837442624
2023-05-22,City_3,27.919968887924
2023-05-23,City_3,44.25190489666803
2023-05-24,City_3,23.85848494035836
2023-05-25,City_3,64.84380026178445
2023-05-26,City_3,35.129576891791444
2023-05-27,City_3,34.104030524124866
2023-05-28,City_3,48.817593702266024
2023-05-29,City_3,33.25013752158375
2023-05-30,City_3,52.03671526918632
2023-05-31,City_3,41.253626747076325
2023-06-01,City_3,36.40396069303017
2023-06-02,City_3,35.38813192107011
2023-06-03,City_3,49.76436391535789
2023-06-04,City_3,40.04356561337171
2023-06-05,City_3,42.112032035525786
2023-06-06,City_3,43.24921470593579
2023-06-07,City_3,39.218809088407816
2023-06-08,City_3,43.138420755962144
2023-06-09,City_3,36.80671552193381
2023-06-10,City_3,37.54211468675937
2023-06-11,City_3,26.899302981039448
2023-06-12,City_3,41.11830602677191
2023-06-13,City_3,20.995544706747147
2023-06-14,City_3,41.07678673625989
2023-06-15,City_3,35.48529712478402
2023-06-16,City_3,42.08755963722335
2023-06-17,City_3,27.903676458178214
2023-06-18,City_3,17.24863737488996
2023-06-19,City_3,34.98380924182239
2023-06-20,City_3,28.083586879268218
2023-06-21,City_3,20.787397992015777
2023-06-22,City_3,46.323048777347715
2023-06-23,City_3,54.705849608103826
2023-06-24,City_3,30.774204235219322
2023-06-25,City_3,38.036261577031695
2023-06-26,City_3,35.76636493872952
2023-06-27,City_3,32.30548814204701
2023-06-28,City_3,45.58209575697066
2023-06-29,City_3,49.09638947865805
2023-06-30,City_3,30.359154237997227
2023-07-01,City_3,39.54314605788371
2023-07-02,City_3,51.99105898255502
2023-07-03,City_3,46.08634193164721
2023-07-04,City_3,47.623205539783775
2023-07-05,City_3,52.976335486484444
2023-07-06,City_3,52.89518539207421
2023-07-07,City_3,49.68341122765377
2023-07-08,City_3,40.896610328716335
2023-07-09,City_3,35.672657262605014
2023-07-10,City_3,40.58251634659919
2023-07-11,City_3,34.253923089515055
2023-07-12,City_3,20.123372475923325
2023-07-13,City_3,36.903501804311155
2023-07-14,City_3,43.32400615696516
2023-07-15,City_3,33.92630079721259
2023-07-16,City_3,37.9214483587697
2023-07-17,City_3,38.35913032776987
2023-07-18,City_3,53.51831648590748
2023-07-19,City_3,36.40562725975098
2023-01-01,City_4,30.283183761304613
2023-01-02,City_4,30.347812651238858
2023-01-03,City_4,39.48334057232279
2023-01-04,City_4,24.990306486670484
2023-01-05,City_4,31.162212794535463
2023-01-06,City_4,25.62850339435661
2023-01-07,City_4,25.95654526336529
2023-01-08,City_4,27.260037559283457
2023-01-09,City_4,32.62334776658838
2023-01-10,City_4,25.664775089897887
2023-01-11,City_4,43.060073818549284
2023-01-12,City_4,21.606690796900438
2023-01-13,City_4,28.734298633763295
2023-01-14,City_4,26.25595574891654
2023-01-15,City_4,45.17329643147703
2023-01-16,City_4,32.71931660933685
2023-01-17,City_4,41.12246549518886
2023-01-18,City_4,15.9986676264142
2023-01-19,City_4,33.575025271757916
2023-01-20,City_4,39.851081825581105
2023-01-21,City_4,31.827865018382383
2023-01-22,City_4,41.71008013256306
2023-01-23,City_4,25.932643137187235
2023-01-24,City_4,45.24925329632816
2023-01-25,City_4,54.19501138694627
2023-01-26,City_4,27.627895802638584
2023-01-27,City_4,26.851507449308865
2023-01-28,City_4,45.890628690775
2023-01-29,City_4,47.202756633186524
2023-01-30,City_4,26.228686160628122
2023-01-31,City_4,27.30566951748364
2023-02-01,City_4,28.739942856118546
2023-02-02,City_4,18.163535090662254
2023-02-03,City_4,22.47177199244445
2023-02-04,City_4,21.667135046047164
2023-02-05,City_4,24.080818318807964
2023-02-06,City_4,31.46219635226284
2023-02-07,City_4,34.20144380777727
2023-02-08,City_4,47.41455266683424
2023-02-09,City_4,21.976258587586965
2023-02-10,City_4,41.853274236022116
2023-02-11,City_4,29.9204130652826
2023-02-12,City_4,31.615915667294765
2023-02-13,City_4,38.90899894176654
2023-02-14,City_4,20.983835060758928
2023-02-15,City_4,36.08540399450383
2023-02-16,City_4,33.976079871075285
2023-02-17,City_4,37.28632168530762
2023-02-18,City_4,35.303746740585716
2023-02-19,City_4,57.01531295689789
2023-02-20,City_4,26.13516297155719
2023-02-21,City_4,27.25284452033358
2023-02-22,City_4,26.381660062385524
2023-02-23,City_4,27.108545391312028
2023-02-24,City_4,26.339696566130804
2023-02-25,City_4,44.65398440655291
2023-02-26,City_4,47.01911283165734
2023-02-27,City_4,27.15685867054544
2023-02-28,City_4,24.59101713327932
2023-03-01,City_4,37.67897968446705
2023-03-02,City_4,27.49284493407471
2023-03-03,City_4,39.39464481072094
2023-03-04,City_4,35.14480809796024
2023-03-05,City_4,18.008387995756323
2023-03-06,City_4,48.69113241531066
2023-03-07,City_4,51.22510838924667
2023-03-08,City_4,27.188696009729
2023-03-09,City_4,29.48981857149443
2023-03-10,City_4,36.27573933438473
2023-03-11,City_4,36.81190458328734
2023-03-12,City_4,40.1030306664268
2023-03-13,City_4,53.669884583643395
2023-03-14,City_4,31.848618177320812
2023-03-15,City_4,25.685369263158176
2023-03-16,City_4,19.92540068467885
2023-03-17,City_4,26.459543821686335
2023-03-18,City_4,33.487825748648966
2023-03-19,City_4,51.81492536884622
2023-03-20,City_4,28.743484999588034
2023-03-21,City_4,36.20772876262014
2023-03-22,City_4,33.85587154178504
2023-03-23,City_4,45.95428449327481
2023-03-24,City_4,59.389927273811594
2023-03-25,City_4,28.86216654215358
2023-03-26,City_4,29.326711102455974
2023-03-27,City_4,44.71296555461032
2023-03-28,City_4,41.14052293646412
2023-03-29,City_4,52.83893255384275
2023-03-30,City_4,40.26139240602346
2023-03-31,City_4,30.87944090117463
2023-04-01,City_4,40.42916137224972
2023-04-02,City_4,45.65990012743711
2023-04-03,City_4,42.827937389863095
2023-04-04,City_4,39.74610714524383
2023-04-05,City_4,45.3903649863438
2023-04-06,City_4,46.4668252511904
2023-04-07,City_4,48.64571051339035
2023-04-08,City_4,41.36147073519291
2023-04-09,City_4,33.25344231240934
2023-04-10,City_4,36.44201123619253
2023-04-11,City_4,47.090215293224276
2023-04-12,City_4,26.906020174549752
2023-04-13,City_4,38.81236122943253
2023-04-14,City_4,31.24249127371132
2023-04-15,City_4,35.5135788826145
2023-04-16,City_4,48.060900535620725
2023-04-17,City_4,37.23762384602818
2023-04-18,City_4,35.841249903672036
2023-04-19,City_4,21.82857426859277
2023-04-20,City_4,42.93992259494558
2023-04-21,City_4,41.98248000236553
2023-04-22,City_4,57.21043668029078
2023-04-23,City_4,32.550358353987576
2023-04-24,City_4,37.86989523643838
2023-04-25,City_4,38.22248005318795
2023-04-26,City_4,51.55342726999656
2023-04-27,City_4,34.876190404773695
2023-04-28,City_4,38.66961224262802
2023-04-29,City_4,42.008613338371426
2023-04-30,City_4,37.84599072905102
2023-05-01,City_4,31.565814608263562
2023-05-02,City_4,38.02130193903333
2023-05-03,City_4,46.86697076492938
2023-05-04,City_4,25.91575152850246
2023-05-05,City_4,37.560852520363234
2023-05-06,City_4,29.28019888578415
2023-05-07,City_4,48.28212458070571
2023-05-08,City_4,21.150040499900946
2023-05-09,City_4,30.842942331304215
2023-05-10,City_4,40.25453081094671
2023-05-11,City_4,52.18790360892632
2023-05-12,City_4,35.92541196213445
2023-05-13,City_4,31.08117056221375
2023-05-14,City_4,55.49498777983304
2023-05-15,City_4,22.253529337546105
2023-05-16,City_4,14.795860031789132
